alpha,attempts,std_mean
0.2,78,0.022645540682891915
0.2,79,0.02250175801852048
0.2,80,0.022360679774997897
0.2,81,0.022222222222222223
0.2,82,0.022086305214969307
0.2,83,0.02195285199793807
0.2,84,0.021821789023599242
0.2,85,0.02169304578186562
0.2,86,0.021566554640687685
0.2,87,0.021442250696755896
0.2,88,0.021320071635561044
0.2,89,0.021199957600127203
0.2,90,0.021081851067789197
0.2,91,0.020965696734438367
0.2,92,0.02085144140570748
0.2,93,0.020739033894608506
0.2,94,0.02062842492517587
0.2,95,0.020519567041703084
0.2,96,0.020412414523193152
0.2,97,0.020306923302672385
0.2,98,0.020203050891044218
0.2,99,0.020100756305184243
0.2,100,0.02
0.2,101,0.019900743804199785
0.2,102,0.01980295085953349
0.2,103,0.019706585563285865
0.2,104,0.019611613513818404
0.2,105,0.019518001458970667
0.2,106,0.019425717247145285
0.2,107,0.01933472978091327
0.2,108,0.019245008972987525
0.2,109,0.019156525704423027
0.2,110,0.019069251784911846
0.2,111,0.018983159915049983
0.2,112,0.01889822365046136
0.2,113,0.018814417367671945
0.2,114,0.01873171623163388
0.2,115,0.018650096164806278
0.2,116,0.018569533817705187
0.2,117,0.01849000654084097
0.2,118,0.018411492357966467
0.2,119,0.01833396994056423
0.2,120,0.018257418583505537
0.2,121,0.018181818181818184
0.2,122,0.018107149208503707
0.2,123,0.018033392693348645
0.2,124,0.01796053020267749
0.2,125,0.01788854381999832
0.2,126,0.017817416127494958
0.2,127,0.017747130188322278
0.2,128,0.017677669529663688
0.2,129,0.017609018126512478
0.2,130,0.017541160386140585
0.2,131,0.01747408113322076
0.2,132,0.017407765595569787
0.2,133,0.0173421993904824
0.2,134,0.017277368511627204
0.2,135,0.01721325931647741
0.2,136,0.017149858514250885
0.2,137,0.01708715315433522
0.2,138,0.017025130615174973
0.2,139,0.016963778593599422
0.2,140,0.016903085094570332
0.2,141,0.01684303842133038
0.2,142,0.016783627165933783
0.2,143,0.016724840200141818
0.2,144,0.016666666666666666
0.2,145,0.016609095970747993
0.2,146,0.016552117772047358
0.2,147,0.016495721976846452
0.2,148,0.01643989873053573
0.2,149,0.016384638410380813
0.2,150,0.016329931618554522
0.2,151,0.01627576917542319
0.2,152,0.016222142113076255
0.2,153,0.016169041669088866
0.2,154,0.016116459280507606
0.2,155,0.01606438657804998
0.2,156,0.016012815380508715
0.2,157,0.015961737689352443
0.2,158,0.0159111456835146
0.2,159,0.015861031714362882
0.2,160,0.015811388300841896
0.2,161,0.015762208124782014
0.2,162,0.015713484026367724
0.2,163,0.015665208999759147
0.2,164,0.015617376188860608
0.2,165,0.01556997888323046
0.2,166,0.015523010514126656
0.2,167,0.015476464650682737
0.2,168,0.015430334996209192
0.2,169,0.015384615384615385
0.2,170,0.015339299776947408
0.2,171,0.015294382258037451
0.2,172,0.015249857033260468
0.2,173,0.01520571842539411
0.2,174,0.015161960871578069
0.2,175,0.01511857892036909
0.2,176,0.015075567228888182
0.2,177,0.01503292056005658
0.2,178,0.01499063377991723
0.2,179,0.014948701855038719
0.2,180,0.014907119849998597
0.2,181,0.014865882924943327
0.2,182,0.014824986333222025
0.2,183,0.014784425419091458
0.2,184,0.014744195615489715
0.2,185,0.014704292441876154
0.2,186,0.01466471150213533
0.2,187,0.014625448482542613
0.2,188,0.014586499149789456
0.2,189,0.01454785934906616
0.2,190,0.014509525002200235
0.2,191,0.014471492105848433
0.2,192,0.014433756729740645
0.2,193,0.014396315014973892
0.2,194,0.014359163172354764
0.2,195,0.014322297480788658
0.2,196,0.014285714285714287
0.2,197,0.01424940999758193
0.2,198,0.01421338109037403
0.2,199,0.014177624100166718
0.2,200,0.01414213562373095
0.5,1,0.5
0.5,2,0.35355339059327373
0.5,3,0.2886751345948129
0.5,4,0.25
0.5,5,0.22360679774997896
0.5,6,0.20412414523193154
0.5,7,0.1889822365046136
0.5,8,0.17677669529663687
0.5,9,0.16666666666666666
0.5,10,0.15811388300841897
0.5,11,0.15075567228888181
0.5,12,0.14433756729740646
0.5,13,0.1386750490563073
0.5,14,0.1336306209562122
0.5,15,0.12909944487358055
0.5,16,0.125
0.5,17,0.12126781251816648
0.5,18,0.11785113019775793
0.5,19,0.11470786693528087
0.5,20,0.11180339887498948
0.5,21,0.1091089451179962
0.5,22,0.10660035817780521
0.5,23,0.10425720702853739
0.5,24,0.10206207261596577
0.5,25,0.1
0.5,26,0.09805806756909202
0.5,27,0.09622504486493763
0.5,28,0.0944911182523068
0.5,29,0.09284766908852593
0.5,30,0.09128709291752768
0.5,31,0.08980265101338746
0.5,32,0.08838834764831843
0.5,33,0.08703882797784893
0.5,34,0.08574929257125441
0.5,35,0.08451542547285165
0.5,36,0.08333333333333333
0.5,37,0.08219949365267865
0.5,38,0.08111071056538127
0.5,39,0.08006407690254357
0.5,40,0.07905694150420949
0.5,41,0.07808688094430304
0.5,42,0.07715167498104596
0.5,43,0.07624928516630233
0.5,44,0.07537783614444091
0.5,45,0.07453559924999299
0.5,46,0.07372097807744857
0.5,47,0.07293249574894728
0.5,48,0.07216878364870323
0.5,49,0.07142857142857142
0.5,50,0.07071067811865475
0.5,51,0.07001400420140048
0.5,52,0.06933752452815364
0.5,53,0.06868028197434452
0.5,54,0.06804138174397717
0.5,55,0.06741998624632421
0.5,56,0.0668153104781061
0.5,57,0.06622661785325219
0.5,58,0.06565321642986127
0.5,59,0.06509445549041194
0.5,60,0.06454972243679027
0.5,61,0.06401843996644799
0.5,62,0.06350006350009525
0.5,63,0.0629940788348712
0.5,64,0.0625
0.5,65,0.062017367294604234
0.5,66,0.06154574548966636
0.5,67,0.06108472217815261
0.5,68,0.06063390625908324
0.5,69,0.0601929265428846
0.5,70,0.05976143046671968
0.5,71,0.05933908290969266
0.5,72,0.05892556509887897
0.5,73,0.058520573598065284
0.5,74,0.05812381937190964
0.5,75,0.05773502691896257
0.5,76,0.057353933467640436
0.5,77,0.05698028822981897
0.5,78,0.05661385170722978
0.5,79,0.0562543950463012
0.5,80,0.05590169943749474
0.5,81,0.05555555555555555
0.5,82,0.05521576303742327
0.5,83,0.05488212999484517
0.5,84,0.0545544725589981
0.5,85,0.05423261445466404
0.5,86,0.053916386601719206
0.5,87,0.05360562674188974
0.5,88,0.053300179088902604
0.5,89,0.052999894000318
0.5,90,0.05270462766947299
0.5,91,0.052414241836095915
0.5,92,0.05212860351426869
0.5,93,0.05184758473652126
0.5,94,0.05157106231293967
0.5,95,0.051298917604257706
0.5,96,0.051031036307982884
0.5,97,0.05076730825668096
0.5,98,0.050507627227610534
0.5,99,0.050251890762960605
0.5,100,0.05
0.5,101,0.04975185951049946
0.5,102,0.04950737714883372
0.5,103,0.04926646390821466
0.5,104,0.04902903378454601
0.5,105,0.048795003647426664
0.5,106,0.04856429311786321
0.5,107,0.04833682445228318
0.5,108,0.048112522432468816
0.5,109,0.04789131426105757
0.5,110,0.04767312946227962
0.5,111,0.04745789978762495
0.5,112,0.0472455591261534
0.5,113,0.047036043419179864
0.5,114,0.0468292905790847
0.5,115,0.04662524041201569
0.5,116,0.046423834544262965
0.5,117,0.046225016352102424
0.5,118,0.04602873089491617
0.5,119,0.045834924851410566
0.5,120,0.04564354645876384
0.5,121,0.045454545454545456
0.5,122,0.045267873021259265
0.5,123,0.045083481733371615
0.5,124,0.04490132550669373
0.5,125,0.044721359549995794
0.5,126,0.0445435403187374
0.5,127,0.04436782547080569
0.5,128,0.044194173824159216
0.5,129,0.04402254531628119
0.5,130,0.043852900965351466
0.5,131,0.0436852028330519
0.5,132,0.04351941398892446
0.5,133,0.043355498476206
0.5,134,0.04319342127906801
0.5,135,0.04303314829119352
0.5,136,0.042874646285627205
0.5,137,0.04271788288583805
0.5,138,0.04256282653793743
0.5,139,0.042409446483998546
0.5,140,0.042257712736425826
0.5,141,0.04210759605332595
0.5,142,0.041959067914834454
0.5,143,0.04181210050035454
0.5,144,0.041666666666666664
0.5,145,0.041522739926869986
0.5,146,0.0413802944301184
0.5,147,0.041239304942116126
0.5,148,0.04109974682633932
0.5,149,0.04096159602595203
0.5,150,0.040824829046386304
0.5,151,0.04068942293855797
0.5,152,0.040555355282690636
0.5,153,0.040422604172722164
0.5,154,0.040291148201269014
0.5,155,0.04016096644512494
0.5,156,0.04003203845127178
0.5,157,0.03990434422338111
0.5,158,0.0397778642087865
0.5,159,0.03965257928590721
0.5,160,0.03952847075210474
0.5,161,0.03940552031195503
0.5,162,0.039283710065919304
0.5,163,0.03916302249939787
0.5,164,0.03904344047215152
0.5,165,0.03892494720807615
0.5,166,0.03880752628531664
0.5,167,0.03869116162670684
0.5,168,0.03857583749052298
0.5,169,0.038461538461538464
0.5,170,0.03834824944236852
0.5,171,0.038235955645093626
0.5,172,0.038124642583151166
0.5,173,0.038014296063485276
0.5,174,0.03790490217894517
0.5,175,0.03779644730092272
0.5,176,0.037688918072220454
0.5,177,0.037582301400141446
0.5,178,0.03747658444979307
0.5,179,0.037371754637596795
0.5,180,0.037267799624996496
0.5,181,0.03716470731235832
0.5,182,0.03706246583305506
0.5,183,0.03696106354772864
0.5,184,0.036860489038724284
0.5,185,0.036760731104690386
0.5,186,0.036661778755338326
0.5,187,0.036563621206356534
0.5,188,0.03646624787447364
0.5,189,0.036369648372665396
0.5,190,0.03627381250550058
0.5,191,0.03617873026462108
0.5,192,0.036084391824351615
0.5,193,0.035990787537434725
0.5,194,0.03589790793088691
0.5,195,0.03580574370197165
0.5,196,0.03571428571428571
0.5,197,0.035623524993954825
0.5,198,0.035533452725935076
0.5,199,0.03544406025041679
0.5,200,0.035355339059327376
0.8,1,0.8
0.8,2,0.565685424949238
0.8,3,0.46188021535170065
0.8,4,0.4
0.8,5,0.35777087639996635
0.8,6,0.32659863237109044
0.8,7,0.30237157840738177
0.8,8,0.282842712474619
0.8,9,0.26666666666666666
0.8,10,0.25298221281347033
0.8,11,0.24120907566221092
0.8,12,0.23094010767585033
0.8,13,0.22188007849009167
0.8,14,0.2138089935299395
0.8,15,0.2065591117977289
0.8,16,0.2
0.8,17,0.19402850002906638
0.8,18,0.1885618083164127
0.8,19,0.1835325870964494
0.8,20,0.17888543819998318
0.8,21,0.17457431218879393
0.8,22,0.17056057308448835
0.8,23,0.16681153124565984
0.8,24,0.16329931618554522
0.8,25,0.16
0.8,26,0.15689290811054724
0.8,27,0.1539600717839002
0.8,28,0.15118578920369088
0.8,29,0.1485562705416415
0.8,30,0.1460593486680443
0.8,31,0.14368424162141993
0.8,32,0.1414213562373095
0.8,33,0.1392621247645583
0.8,34,0.13719886811400708
0.8,35,0.13522468075656266
0.8,36,0.13333333333333333
0.8,37,0.13151918984428584
0.8,38,0.12977713690461004
0.8,39,0.12810252304406972
0.8,40,0.12649110640673517
0.8,41,0.12493900951088487
0.8,42,0.12344267996967354
0.8,43,0.12199885626608374
0.8,44,0.12060453783110546
0.8,45,0.11925695879998878
0.8,46,0.11795356492391772
0.8,47,0.11669199319831565
0.8,48,0.11547005383792516
0.8,49,0.1142857142857143
0.8,50,0.1131370849898476
0.8,51,0.11202240672224079
0.8,52,0.11094003924504584
0.8,53,0.10988845115895123
0.8,54,0.10886621079036347
0.8,55,0.10787197799411874
0.8,56,0.10690449676496976
0.8,57,0.1059625885652035
0.8,58,0.10504514628777804
0.8,59,0.10415112878465911
0.8,60,0.10327955589886445
0.8,61,0.1024295039463168
0.8,62,0.1016001016001524
0.8,63,0.10079052613579392
0.8,64,0.1
0.8,65,0.09922778767136678
0.8,66,0.09847319278346618
0.8,67,0.09773555548504417
0.8,68,0.09701425001453319
0.8,69,0.09630868246861536
0.8,70,0.09561828874675149
0.8,71,0.09494253265550827
0.8,72,0.09428090415820635
0.8,73,0.09363291775690447
0.8,74,0.09299811099505544
0.8,75,0.09237604307034011
0.8,76,0.0917662935482247
0.8,77,0.09116846116771035
0.8,78,0.09058216273156766
0.8,79,0.09000703207408192
0.8,80,0.08944271909999159
0.8,81,0.08888888888888889
0.8,82,0.08834522085987723
0.8,83,0.08781140799175229
0.8,84,0.08728715609439697
0.8,85,0.08677218312746247
0.8,86,0.08626621856275074
0.8,87,0.08576900278702358
0.8,88,0.08528028654224418
0.8,89,0.08479983040050881
0.8,90,0.08432740427115679
0.8,91,0.08386278693775347
0.8,92,0.08340576562282992
0.8,93,0.08295613557843402
0.8,94,0.08251369970070348
0.8,95,0.08207826816681234
0.8,96,0.08164965809277261
0.8,97,0.08122769321068954
0.8,98,0.08081220356417687
0.8,99,0.08040302522073697
0.8,100,0.08
0.8,101,0.07960297521679914
0.8,102,0.07921180343813396
0.8,103,0.07882634225314346
0.8,104,0.07844645405527362
0.8,105,0.07807200583588267
0.8,106,0.07770286898858114
0.8,107,0.07733891912365308
0.8,108,0.0769800358919501
0.8,109,0.07662610281769211
0.8,110,0.07627700713964738
0.8,111,0.07593263966019993
0.8,112,0.07559289460184544
0.8,113,0.07525766947068778
0.8,114,0.07492686492653552
0.8,115,0.07460038465922511
0.8,116,0.07427813527082075
0.8,117,0.07396002616336388
0.8,118,0.07364596943186587
0.8,119,0.07333587976225692
0.8,120,0.07302967433402215
0.8,121,0.07272727272727274
0.8,122,0.07242859683401483
0.8,123,0.07213357077339458
0.8,124,0.07184212081070997
0.8,125,0.07155417527999328
0.8,126,0.07126966450997983
0.8,127,0.07098852075328911
0.8,128,0.07071067811865475
0.8,129,0.07043607250604991
0.8,130,0.07016464154456234
0.8,131,0.06989632453288304
0.8,132,0.06963106238227915
0.8,133,0.0693687975619296
0.8,134,0.06910947404650881
0.8,135,0.06885303726590963
0.8,136,0.06859943405700354
0.8,137,0.06834861261734088
0.8,138,0.06810052246069989
0.8,139,0.06785511437439769
0.8,140,0.06761234037828133
0.8,141,0.06737215368532153
0.8,142,0.06713450866373513
0.8,143,0.06689936080056727
0.8,144,0.06666666666666667
0.8,145,0.06643638388299197
0.8,146,0.06620847108818943
0.8,147,0.06598288790738581
0.8,148,0.06575959492214292
0.8,149,0.06553855364152325
0.8,150,0.06531972647421809
0.8,151,0.06510307670169276
0.8,152,0.06488856845230502
0.8,153,0.06467616667635546
0.8,154,0.06446583712203043
0.8,155,0.06425754631219992
0.8,156,0.06405126152203486
0.8,157,0.06384695075740977
0.8,158,0.0636445827340584
0.8,159,0.06344412685745153
0.8,160,0.06324555320336758
0.8,161,0.06304883249912806
0.8,162,0.0628539361054709
0.8,163,0.06266083599903659
0.8,164,0.06246950475544243
0.8,165,0.06227991553292184
0.8,166,0.062092042056506626
0.8,167,0.06190585860273095
0.8,168,0.06172133998483677
0.8,169,0.06153846153846154
0.8,170,0.06135719910778963
0.8,171,0.061177529032149805
0.8,172,0.06099942813304187
0.8,173,0.06082287370157644
0.8,174,0.060647843486312275
0.8,175,0.06047431568147636
0.8,176,0.06030226891555273
0.8,177,0.06013168224022632
0.8,178,0.05996253511966892
0.8,179,0.059794807420154875
0.8,180,0.05962847939999439
0.8,181,0.05946353169977331
0.8,182,0.0592999453328881
0.8,183,0.05913770167636583
0.8,184,0.05897678246195886
0.8,185,0.05881716976750462
0.8,186,0.05865884600854132
0.8,187,0.05850179393017045
0.8,188,0.058345996599157825
0.8,189,0.05819143739626464
0.8,190,0.05803810000880094
0.8,191,0.05788596842339373
0.8,192,0.05773502691896258
0.8,193,0.05758526005989557
0.8,194,0.057436652689419054
0.8,195,0.05728918992315463
0.8,196,0.05714285714285715
0.8,197,0.05699763999032772
0.8,198,0.05685352436149612
0.8,199,0.056710496400666874
0.8,200,0.0565685424949238
